Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"This Ain't My First Rodeo","Amateur Route Area > Jamestown Crag > Arkansas",https://www.mountainproject.com/route/107362539/this-aint-my-first-rodeo,3.4,-1,Sport,5.10b,1,55,35.6604,-91.7539
"The Clowning","Hudson Mountain > Cowell Area > Arkansas",https://www.mountainproject.com/route/110231097/the-clowning,2.9,-1,Sport,5.9+,1,60,35.85138,-93.12402
"Rat Run","Pack Rat Cave > McLellan Rocks > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/105948094/rat-run,3.4,-1,Sport,5.10a/b,1,40,47.8356,-117.725
Pocketmeister,"Careno Crag > Purina and Careno Area > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108388513/pocketmeister,3.5,-1,Sport,5.10a/b,1,80,47.54921,-120.70524
"Northwest Passage","Lower Fifth Canyon > Q'Emilin Park > North Idaho > Idaho",https://www.mountainproject.com/route/106569498/northwest-passage,3.5,-1,Sport,5.10b/c,1,,47.70363,-116.96275
"Little Wing","Devil's Race Track > Tennessee",https://www.mountainproject.com/route/106750652/little-wing,3.9,-1,Sport,"5.10a PG13",1,80,36.3288,-84.2233
"King Snake","Sidewinder > Middle Earth > Fairview Mountain > Apple Valley Crags > High Desert > California",https://www.mountainproject.com/route/111122231/king-snake,3.0,-1,Sport,5.10b,1,35,34.56266,-117.12097
Osprey,"(3) The Aviary > Klinger Spring > Mt. Hood > Oregon",https://www.mountainproject.com/route/109610425/osprey,3.0,-1,Sport,5.10,1,90,45.4091,-121.56848
"Blue Steel","Fashion Slab > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/108672245/blue-steel,2.9,-1,Sport,5.10a/b,1,115,37.37509,-118.68218
"Rocket Science","The Northwest Passage > East Side > Luna Park > Red Rock Arroyo > Truth or Consequences Area > New Mexico",https://www.mountainproject.com/route/107035070/rocket-science,3.3,-1,Sport,5.10,1,50,33.4959,-107.41517
"Birthday Boy","Visionary Buttress > Marble Caves > Redwood Coast > California",https://www.mountainproject.com/route/108477678/birthday-boy,3.8,-1,Sport,5.10b,1,70,40.39359,-123.3299
"Wehrmacht Stable","Adidas Wall > Grandad's Bluff > Wisconsin",https://www.mountainproject.com/route/106653493/wehrmacht-stable,3.0,-1,Sport,5.10,1,45,43.81095,-91.20564
"Pin-toe Flakes","Made in the shade (Right Side, near Mondo) > Cougar Canyon (Creek) > Bow Valley > Alberta > Canada > North America > International",https://www.mountainproject.com/route/110914523/pin-toe-flakes,4.0,-1,Sport,5.10b/c,1,70,51.08645,-115.32704
"Cold Feat","Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/108281779/cold-feat,3.0,-1,"Trad, Sport",5.8,1,120,43.84769,-103.56814
Fatman,"Frat Boy Wall > Bozeman Pass > Southwest Region > Montana",https://www.mountainproject.com/route/107667002/fatman,2.8,-1,Sport,5.10a,1,55,45.64215,-110.90618
"Drop Out","The Chocolate Block (aka Rocky Top) > Monument Slot (aka Gunga Din) > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/106117310/drop-out,3.0,-1,Sport,5.8,1,50,36.58454,-118.11301
Outstanding,"Right Side Cliff > Yellow Bluff > Alabama",https://www.mountainproject.com/route/108737084/outstanding,2.9,-1,Sport,5.8,1,,34.4353,-86.6746
"Mixed Emotions","Luther Spires > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105736073/mixed-emotions,3.1,-1,"Trad, Sport",5.10a,1,70,38.79979,-119.9998
"Plane Crash","Luther Spires > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/106889893/plane-crash,2.8,-1,Sport,5.10a/b,1,60,38.79979,-119.9998
"Business Trip","6. The Arete Area > Mount Forist > Great North Woods Region > New Hampshire",https://www.mountainproject.com/route/112068634/business-trip,3.9,-1,Sport,5.8,1,180,44.47445,-71.19295
"Fret Arête","Brighton's Frighton Wall > Brighton Area > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/107700397/fret-arete,2.9,-1,Sport,5.10a,1,60,40.5933,-111.58854
Jitters,"The Arena > Deep Creek Crags > Truckee River Canyon > Lake Tahoe > California",https://www.mountainproject.com/route/108174463/jitters,3.6,-1,"Sport, Alpine",5.9,1,70,39.25901,-120.23215
"Silence of the Poodles","Cracked Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843529/silence-of-the-poodles,2.9,-1,"Trad, Sport",5.8+,1,50,37.52785,-118.57454
"Mardi Gras","Katrina Wall > Voodoo Garden > Pinnacles North > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/106470154/mardi-gras,2.9,-1,Sport,5.10b,1,60,34.31347,-116.88005
"Bush Pilot","Lower Bulldog Cliff > Upper Boulderfield Area > Independence Pass > Colorado",https://www.mountainproject.com/route/106242698/bush-pilot,3.1,-1,Sport,5.10b,1,60,39.12615,-106.66749
"Sky Ladder","(3) Long Lane > Long Dong (Dragon Cave) > Taiwan > Asia > International",https://www.mountainproject.com/route/107073263/sky-ladder,3.6,-1,Sport,5.10-,1,85,25.1108,121.9228
"30.  Queen Bee","Silver Mountain > Michigan",https://www.mountainproject.com/route/114798551/30-queen-bee,4.0,-1,Sport,5.10b,1,80,46.6622,-88.8382
"Leapin' Lizards","Unknown Pleasures > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/107618877/leapin-lizards,2.9,-1,Sport,5.10b,1,70,40.4445,-111.6966
Waka/Jawaka,"Waka Beach > Elwha River > Olympics & Pacific Coast > Washington",https://www.mountainproject.com/route/113418888/wakajawaka,3.8,-1,Sport,5.9,1,50,48.09692,-123.55647
"Thin Man","Shadow Rock > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/105737426/thin-man,3.0,-1,Sport,"5.9 R",1,150,35.3037,-120.69618
"Dr. Ceuse","Picnic Table Rock > Banks Lake / Northrup Canyon > Central Region > Washington",https://www.mountainproject.com/route/107187071/dr-ceuse,3.6,-1,Sport,5.10a,1,80,47.87554,-119.08232
"La Fiamma","Spazzacaldeira > Albigna Valley > Switzerland > Europe > International",https://www.mountainproject.com/route/109341545/la-fiamma,3.9,-1,"Sport, Alpine",5.9+,1,50,46.3387,9.6383
"Mexican Squeeze Job","Wonder Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/111223098/mexican-squeeze-job,2.9,-1,Sport,5.10a,1,80,25.95004,-100.47694
"Spiral Staircase","Edd's Place > Cayman Brac > North America > International",https://www.mountainproject.com/route/106755031/spiral-staircase,4.0,-1,Sport,5.10a,1,90,19.7189,-79.7992
"See You In Heaven","Heaven Right Wall > 50 5.7's Dome > Shuteye Ridge > Southern Sierra > California",https://www.mountainproject.com/route/110142333/see-you-in-heaven,4.0,-1,Sport,5.10a,1,200,37.36939,-119.42175
"Spanky's Delight","Horsethief Spire West Face > Horsethief Spire > Horsethief Lake Area > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/110885337/spankys-delight,4.0,-1,Sport,5.10,1,95,43.88803,-103.48126
"Cellar Rat","8 - Vineyard > The Farmhouse > Southern Arizona > Arizona",https://www.mountainproject.com/route/114286358/cellar-rat,3.0,-1,Sport,5.8,1,65,31.69522,-110.43164
"Karp Tool","Battress Area > North Area > CM: Providence > Missouri",https://www.mountainproject.com/route/110428193/karp-tool,3.4,-1,Sport,5.10a,1,65,38.84356,-92.41251
"Saya Steve","Saya Steve Wall > Waterfall Hill (Yaedagon Taung) > Mandalay Area > Myanmar > Asia > International",https://www.mountainproject.com/route/110280709/saya-steve,4.0,-1,Sport,5.8,1,50,21.96904,96.21823
Kodah,"Axe Edge > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/106668148/kodah,3.4,-1,"Trad, Sport",5.9+,1,95,43.88452,-103.4634
Smokey,"Overpass Wall > Overpass Area > MRG Southeast (aka Darkside) > Mad River Gorge & Nature Preserve > Southwest Ohio > Ohio",https://www.mountainproject.com/route/113097796/smokey,3.6,-1,Sport,5.10b,1,,39.91476,-83.85385
"Double Exposure","Watch Crystal > East  Animas > Durango > Colorado",https://www.mountainproject.com/route/105943632/double-exposure,3.1,-1,Sport,5.10,1,70,37.32033,-107.83351
"Randys roof","The Jungle Gym > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108262372/randys-roof,3.8,-1,Sport,5.9,1,100,61.81663,-149.23829
"Midnight Visitor","Roadside Rock > Mores Mountain > West Idaho > Idaho",https://www.mountainproject.com/route/107768433/midnight-visitor,3.3,-1,Sport,5.10b,1,95,43.8002,-116.0865
"The Century","Velo Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112273142/the-century,3.3,-1,Sport,5.10b/c,1,85,37.64552,-83.71831
"Slab Route","The Cattle Pocket > Cattle Pocket and Corridors Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/110392878/slab-route,3.1,-1,Sport,5.10a,1,40,36.60451,-118.12699
"El Tesoro","Atlantic > Quartz Mountain > Oklahoma",https://www.mountainproject.com/route/107644110/el-tesoro,3.4,-1,Sport,5.10a,1,115,34.89828,-99.33228
"Holiday in Cambodia","East Car Body Canyon > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107610795/holiday-in-cambodia,2.9,-1,Sport,5.10b,1,50,43.5349,-116.08159
"Hudson Hangover","Hudson Mountain > Cowell Area > Arkansas",https://www.mountainproject.com/route/111677411/hudson-hangover,3.1,-1,Sport,5.10a,1,60,35.85138,-93.12402
Moonstone,"Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/106741968/moonstone,3.3,-1,Sport,5.10-,1,,43.88242,-103.46227
"Quail Trail","Lower Elbow Room > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105900107/quail-trail,3.1,-1,Sport,5.10b,1,150,37.52328,-118.57385
"Ichabod's Poop Chute","Spit Roasted Wall > Upper Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada",https://www.mountainproject.com/route/112559882/ichabods-poop-chute,3.7,-1,Sport,5.10a,1,100,35.93486,-115.51884
"Triboro Direct","Caliche (Ciales) > Puerto Rico > North America > International",https://www.mountainproject.com/route/108541125/triboro-direct,3.5,-1,Sport,5.10b,1,90,18.35157,-66.47849
"Zulu Warrior","Zulu Wall > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106821124/zulu-warrior,3.8,-1,Sport,"5.10b R",1,100,61.81663,-149.23829
Superman,"Reeds Creek > West Virginia",https://www.mountainproject.com/route/112368654/superman,2.9,-1,Sport,5.7,1,30,38.78496,-79.2901
"Roadside Construction","Roadside Distraction > Red River Area > Taos Area > New Mexico",https://www.mountainproject.com/route/106428071/roadside-construction,2.8,-1,Sport,5.8,1,80,36.70207,-105.56168
"Kiss of the Spider Woman","American Bucks / Spider Woman Wall > Lion's Head > Ontario > Canada > North America > International",https://www.mountainproject.com/route/109093235/kiss-of-the-spider-woman,3.5,-1,Sport,5.9,1,,45.00445,-81.22798
"Psycho Killer","Insanity Wall > Reimer's Ranch North Shore > Austin Area > Texas",https://www.mountainproject.com/route/109768846/psycho-killer,2.9,-1,Sport,5.10b,1,45,30.37708,-98.1178
"The Walrus","A. The Gallery > B. West Falls > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106410750/the-walrus,2.8,-1,Sport,5.10b,1,75,37.50699,-88.68508
Getaway,"The Getaway > Box Canyon East > New Jack City > High Desert > California",https://www.mountainproject.com/route/111678847/getaway,3.3,-1,Sport,5.10a,1,65,34.66525,-116.97824
"Path of the Righteous","Summit Cliff (The Highlands) > *Rumney > New Hampshire",https://www.mountainproject.com/route/106875000/path-of-the-righteous,3.2,-1,Sport,5.10b,1,,43.8021,-71.8367
"Thunderbird Arête","Main Wall > Higher Solitude > Solitude Canyon > Mt. Elden Crags > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/109847053/thunderbird-arete,3.0,-1,Sport,5.10,1,100,35.2411,-111.61791
"Lake Effect","Cliff Lake > Uinta Mountains > Utah",https://www.mountainproject.com/route/106711955/lake-effect,2.9,-1,"Trad, Sport",5.9,1,50,40.6879,-110.9686
"Old Man Smoldering (OMS)","Secret Lake and Warmup wall > Jeff's World (MN/CA border) > Minnesota",https://www.mountainproject.com/route/108278693/old-man-smoldering-oms,3.9,-1,Sport,5.10a,1,75,48.3745,-92.4149
Maneline,"Maneline Wall > Lion's Head > Ontario > Canada > North America > International",https://www.mountainproject.com/route/109093270/maneline,3.5,-1,Sport,5.10a,1,,45.00483,-81.22729
"The Raven and the Bear","(f) Raven's Castle > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106219357/the-raven-and-the-bear,3.3,-1,Sport,5.9,1,100,49.43903,-119.56173
"Runnel Vision","Runnel Vision Wall > Big Sleep Area > Shuteye Ridge > Southern Sierra > California",https://www.mountainproject.com/route/113257169/runnel-vision,4.0,-1,Sport,5.10b/c,1,100,37.33731,-119.40889
Hardrocker,"Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/105715103/hardrocker,3.4,-1,"Trad, Sport",5.10a,1,160,43.84769,-103.56814
"Dam in the Rain","7-11 Crag > Allenspur > Paradise Valley > Southwest Region > Montana",https://www.mountainproject.com/route/109074357/dam-in-the-rain,3.0,-1,Sport,5.10a,1,65,45.5944,-110.5583
"Illegal Dihedral","Stormwatch Wall > Northern Devils Canyon > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106764526/illegal-dihedral,3.5,-1,Sport,5.10a,1,60,33.341,-111.0399
Bolero,"Central Zone > Mount Nemo > Golden Horseshoe > Ontario > Canada > North America > International",https://www.mountainproject.com/route/113408214/bolero,3.6,-1,Sport,5.9,1,40,43.42588,-79.87949
"Morning Dew","Bradyism Wall > Big Picture Gully > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/108281726/morning-dew,3.0,-1,Sport,5.10a,1,70,44.31726,-103.90147
"Crack a Lo Lo","Lost Dome > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma",https://www.mountainproject.com/route/105965437/crack-a-lo-lo,3.2,-1,"Trad, Sport",5.10a/b,1,70,34.72377,-98.7491
"In Extremis","Penedo da Amizade > Portugal > Europe > International",https://www.mountainproject.com/route/113747662/in-extremis,4.0,-1,Sport,5.9+,1,110,38.79181,-9.39101
"Douhitt Flow","Stuffed Valley > Douthitt Mountain > Laramie Peak Wildlife Habitat Management Area > Laramie Range > Wyoming",https://www.mountainproject.com/route/110629956/douhitt-flow,3.9,-1,Sport,5.10b,1,70,41.99093,-105.49622
"Voodoo Child","Zulu Wall > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106821098/voodoo-child,3.7,-1,Sport,"5.10b PG13",1,95,61.81663,-149.23829
"Room with a View (2)","Room with a View > Stone Hill > Northwest Region > Montana",https://www.mountainproject.com/route/106079993/room-with-a-view-2,3.6,-1,Sport,5.10a,1,65,48.79306,-115.29986
"The Javelin","Special Spot > Clem's Holler Area > Tumwater Canyon > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105865869/the-javelin,3.0,-1,Sport,5.10-,1,70,47.58971,-120.68855
"Special Forces","Main Wall > Devil's Peak > Hong Kong > China > Asia > International",https://www.mountainproject.com/route/108429510/special-forces,4.0,-1,Sport,5.10b,1,,22.29309,114.24282
"Sunrise Buttress","Sunrise Buttress > Crawdad Canyon / Veyo > Saint George > Utah",https://www.mountainproject.com/route/106390601/sunrise-buttress,3.0,-1,Sport,5.10a,1,50,37.3352,-113.6875
"Zozo's Dance","The ZoZone > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/111281852/zozos-dance,3.1,-1,Sport,5.7+,1,90,42.73907,-108.83038
"Smells Like Teen Spirit","Pheromone Wall > Blue Sky > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/110679865/smells-like-teen-spirit,3.5,-1,Sport,5.8,1,70,44.34827,-103.92042
"Bonnie Lass","Gneiss Canyon > Laramie River Canyon Rocks > Laramie Peak Wildlife Habitat Management Area > Laramie Range > Wyoming",https://www.mountainproject.com/route/108707976/bonnie-lass,4.0,-1,Sport,5.8,1,80,41.93555,-105.40571
Schaumschläger,"Roter Fels 2 > Roter Fels > Frankenjura > Germany > Europe > International",https://www.mountainproject.com/route/107283391/schaumschlager,4.0,-1,Sport,5.10b,1,120,49.6023,11.496
Methadone,"Detox Wall > Luther Rock > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735746/methadone,3.0,-1,Sport,5.10a,1,90,38.80482,-120.00376
"Mystic Dictator","Prophesy Wall > Saint George > Utah",https://www.mountainproject.com/route/106918407/mystic-dictator,2.9,-1,Sport,5.10-,1,110,37.2939,-113.6932
"Johnny Tsunami","The Big Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/108211357/johnny-tsunami,3.3,-1,Sport,5.10b,1,90,43.55905,-73.60329
Cornfed,"Hillbilly Pillar > Paul's Paradise > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/105876916/cornfed,3.1,-1,Sport,5.10a,1,,36.60384,-118.12516
"Walt's Wall","Walts Wall > Flagstone > Willamette Valley > Oregon",https://www.mountainproject.com/route/107694231/walts-wall,3.6,-1,Sport,5.10b,1,50,43.9855,-122.299
"Balance of Power","Crew Crag > Bear Trap Road Routes > Madison River Area > Southwest Region > Montana",https://www.mountainproject.com/route/107457910/balance-of-power,3.6,-1,Sport,5.10b,1,130,45.5931,-111.5683
"Lubricated Goat","Escape Rock > Barker Dam Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106761085/lubricated-goat,2.8,-1,Sport,5.10,1,120,34.0307,-116.146
Fluffer,"Deep End > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110849897/fluffer,2.9,-1,Sport,5.10a,1,70,37.63986,-83.68327
"Don't Worry, Be Happy","Happy Island > Phra Nang Beach > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/105938309/dont-worry-be-happy,3.6,-1,Sport,5.10b,1,80,8.0042,98.8364
"Monkey Flower","(a) West Sector > Rock Springs Buttress > Jackson Hole > Wyoming",https://www.mountainproject.com/route/105833998/monkey-flower,2.9,-1,"Sport, Alpine",5.10a,1,125,43.58662,-110.86892
"King of Clubs","Casino Wall > Cougar Canyon (Creek) > Bow Valley > Alberta > Canada > North America > International",https://www.mountainproject.com/route/110387393/king-of-clubs,3.6,-1,Sport,5.10a,1,105,51.09772,-115.3159
"Elevator Pitch","Corner Pocket > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111842337/elevator-pitch,3.4,-1,Sport,5.10a,1,80,37.64509,-83.67551
Jengarete,"Main Cliff > Black Mountain > Vermont",https://www.mountainproject.com/route/112921542/jengarete,4.0,-1,Sport,5.10b,1,110,44.92158,-71.74202
Sidewinder,"North Side > Pinto Rock > Southwest Cascades > Washington",https://www.mountainproject.com/route/114937321/sidewinder,4.0,-1,"Sport, Alpine",5.9,1,60,46.32448,-121.92476
"Potential Energy","Contact Zone > Main Wall > Franklin Gorge > West Virginia",https://www.mountainproject.com/route/106188745/potential-energy,2.9,-1,Sport,5.10b,1,60,38.67516,-79.31026
"Cosmic Quarantine","The Maze  (aka Amaze-ing) > Vedauwoo > Wyoming",https://www.mountainproject.com/route/111083599/cosmic-quarantine,3.0,-1,Sport,5.8+,1,,41.18017,-105.32848
"Beauty Pageant","Black and Tan > Woodbury Road Crags > Utah Hills > Saint George > Utah",https://www.mountainproject.com/route/106685023/beauty-pageant,2.8,-1,Sport,5.9,1,100,37.0175,-113.8518
"Lucy's Perch","Cragganzenden > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/112937869/lucys-perch,3.3,-1,Sport,5.7+,1,120,39.56368,-111.69083
"Tiger by the Tail","(09) The Far Side II > Palomas Peak > Albuquerque Area Climbing > New Mexico",https://www.mountainproject.com/route/106293724/tiger-by-the-tail,2.8,-1,Sport,5.9+,1,65,35.2347,-106.406
"Out of Sight","Left Side > 8000 Foot Crag > Highway 38 Crags > San Bernardino Mountains > California",https://www.mountainproject.com/route/105849491/out-of-sight,2.9,-1,Sport,5.10b,1,70,34.1737,-116.7177
"Bragging About Jesus","Lower Blair III > Lower Blair I, II, III, and vicinity > Blair (overview) > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105761196/bragging-about-jesus,3.2,-1,Sport,5.10a,1,120,41.18961,-105.39001
"Taster's Choice","Piedra River -  Lower West > Piedra River > Pagosa Springs > Colorado",https://www.mountainproject.com/route/107281683/tasters-choice,2.9,-1,Sport,5.9+,1,60,37.4197,-107.1968
"Cheetos and Everclear","Dozier Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106849248/cheetos-and-everclear,2.8,-1,Sport,5.10a,1,180,37.84942,-119.43165
"Creaking Plank","Strone Crag > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106970007/creaking-plank,2.8,-1,Sport,5.9,1,85,40.6214,-111.7461
"Monty Python","Rattlesnake Rock > Tumwater Canyon > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114363470/monty-python,4.0,-1,Sport,5.10b,1,110,47.59484,-120.71201
Chipojo,"Right Wall > B- Cueva Larga > Mogote del Valle > Vinales > Cuba > North America > International",https://www.mountainproject.com/route/113979459/chipojo,3.4,-1,Sport,5.10b,1,100,22.62078,-83.71942
"Ali Baba","The Camel > East Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/106127056/ali-baba,3.0,-1,Sport,5.10b,1,60,36.4786,-121.18389
"Hall of Flags","Isolation Wall > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/110643232/hall-of-flags,2.8,-1,Sport,5.10b,1,35,40.44649,-111.68579
"One Foundation","Trench Town > Box Canyon > La Madre Range > Southern Nevada > Nevada",https://www.mountainproject.com/route/113618627/one-foundation,4.0,-1,Sport,5.10b,1,150,36.23277,-115.38121
Lucifugus,"Hailes Cave > Hailes Cliff South > Thacher State Park > New York",https://www.mountainproject.com/route/113517133/lucifugus,3.5,-1,Sport,5.10b/c,1,90,42.66435,-74.02004
"El Bejuco","Forum > Costa Rica > North America > International",https://www.mountainproject.com/route/112376587/el-bejuco,4.0,-1,"Sport, TR",5.10a,1,65,9.94377,-84.1966
"El Fantasma de la Ópera","D- Guajiro Ecologico > Mogote del Valle > Vinales > Cuba > North America > International",https://www.mountainproject.com/route/114019770/el-fantasma-de-la-opera,3.8,-1,Sport,5.10b,1,80,22.62092,-83.71874
"Off the Notch","Las Agujas (The Spires) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/110082466/off-the-notch,3.2,-1,Sport,5.10,1,,25.94738,-100.47773
"Weekend Warrior","Upper Washbowl Cliff > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106923798/weekend-warrior,3.4,-1,Sport,5.10,1,80,44.14256,-73.7438
"Ron Love Verly","OH8 > Southwest Cascades > Washington",https://www.mountainproject.com/route/109609819/ron-love-verly,2.8,-1,Sport,5.9+,1,50,45.71055,-121.37375
"Second Honeymoon","e. ""South"" Face > Fresno Dome > Fresno Dome (Wamello) Area > Southern Sierra > California",https://www.mountainproject.com/route/114100825/second-honeymoon,4.0,-1,Sport,5.10b,1,160,37.45322,-119.5361
"Jungle Rot NS","The VC > Rapid City Area > South Dakota",https://www.mountainproject.com/route/106302437/jungle-rot-ns,2.8,-1,Sport,5.10b/c,1,70,44.03983,-103.33312
Vigilante,"Vigilante Wall > Mount Helena > Southwest Region > Montana",https://www.mountainproject.com/route/113551254/vigilante,4.0,-1,Sport,5.10b,1,70,46.59042,-112.06774
"Power And The Glory","The Rectory > Mile Two Routes > (2) Mile Two > Guest River Gorge > Southwest Virginia (Appalachia) > Virginia",https://www.mountainproject.com/route/111190470/power-and-the-glory,4.0,-1,Sport,5.10b,1,65,36.22928,-81.8214
"Rapa Nui","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992723/rapa-nui,4.0,-1,"Sport, Alpine",5.10-,1,95,61.83701,-149.27792
"Climbers' Nest","Main Wall > Symplegades > Kalymnos > Greece > Europe > International",https://www.mountainproject.com/route/107263803/climbers-nest,3.0,-1,Sport,5.10a,1,95,36.9858,26.9403
"Alice in Banana Land","Central Wall > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/106146405/alice-in-banana-land,3.0,-1,"Trad, Sport",5.10-,1,120,31.92218,-106.04789
Crackalicious,"Painted Canyon Sector > Continental Ranch > Texas",https://www.mountainproject.com/route/114119666/crackalicious,4.0,-1,Sport,5.10,1,,29.81329,-101.4473
Shredder,"Shredder Wall > Rattler Gulch > Northwest Region > Montana",https://www.mountainproject.com/route/107111449/shredder,3.2,-1,Sport,5.10b,1,80,46.7274,-113.2311
"Everything Zen","Adidas Wall > Grandad's Bluff > Wisconsin",https://www.mountainproject.com/route/105983675/everything-zen,2.8,-1,Sport,5.10a/b,1,45,43.81095,-91.20564
"Leap Frog","Tree Frog > Harrison Bluffs > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109017619/leap-frog,4.0,-1,Sport,5.10a,1,100,49.2817,-121.7888
"Wired For Sound","The Dynamic Wall > King's Bluff > Tennessee",https://www.mountainproject.com/route/106985085/wired-for-sound,3.1,-1,Sport,5.9,1,45,36.50134,-87.32034
"Chimenea de Santa Clause","Gran Pared > Valle de Los Cóndores > Chile > South America > International",https://www.mountainproject.com/route/107970478/chimenea-de-santa-clause,4.0,-1,Sport,5.8,1,60,-35.9695,-70.5654
"Please Don't Pop","Main Wall > Boxcar Rocks (Chinese Wall) > South Central PA > Pennsylvania",https://www.mountainproject.com/route/109488236/please-dont-pop,4.0,-1,Sport,5.9,1,50,40.5444,-76.5294
"king of guano","Getu Valley > Guizhou Province > China > Asia > International",https://www.mountainproject.com/route/108353263/king-of-guano,4.0,-1,Sport,"5.10a/b PG13",1,85,25.6781,106.2584
"Dos Equis","Machete Ridge > West Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/106985739/dos-equis,2.9,-1,Sport,"5.8 R",1,90,36.49729,-121.20149
"Split Decision","The Galaxy > Moonlight Ridge > Custer State Park > South Dakota",https://www.mountainproject.com/route/111015373/split-decision,4.0,-1,Sport,5.9,1,,43.84331,-103.54343
"Pensée magique","Tranchant - Middle > Montagne du Tranchant > Lanaudiere > Quebec > Canada > North America > International",https://www.mountainproject.com/route/109010680/pensee-magique,3.4,-1,Sport,5.10a,1,100,46.29169,-73.85262
Frogger,"The ZoZone > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/111281798/frogger,2.8,-1,Sport,5.8,1,60,42.73907,-108.83038
